author;district;street;house_number;underground;floor;floors_count;rooms_count;total_meters;price_per_month;materials
ID 15473403;Невский;проспект Советский;34к2;Рыбацкое;5;27;1;26.0;24000;монолитный
МАКРОМИР НЕДВИЖИМОСТЬ;Московский;Малая Митрофаньевская;8к1;Московские ворота;4;19;2;65.8;87000;монолитный
МАКРОМИР НЕДВИЖИМОСТЬ;Красногвардейский;Ковалевская;20к3;Ладожская;4;17;2;56.0;40000;монолитный
Будь первым;Московский;Орбитальная;9к1;Звездная;3;5;1;25.0;25000;монолитный
АЛЕКСАНДР-НЕДВИЖИМОСТЬ;Петроградский;Вязовая;8;Чкаловская;2;9;1;70.5;180000;монолитный
Итака;Красносельский;проспект Ветеранов;212;Проспект Ветеранов;2;4;1;24.3;30000;монолитный
Адвекс;Красногвардейский;Пейзажная;24к3;Девяткино;13;23;1;21.1;26000;монолитный
Денис Волошенко;Выборгский;Большой Сампсониевский проспект;74к2;Лесная;13;14;-1;17.0;41540;монолитный
Итака;Выборгский;Тихоокеанская;1к2;Проспект Просвещения;6;17;1;35.0;30000;монолитный
BE HOME;Василеостровский;Уральская;25;Приморская;12;12;1;29.0;70000;монолитный
Эксперт Сервис Недвижимость;Приморский;Комендантский проспект;63;Комендантский проспект;10;20;2;53.0;70000;монолитный
BE HOME;Приморский;Озеро Долгое;17к6;Старая Деревня;7;12;2;38.0;65000;монолитный
Мир квартир элит Крестовский;Петроградский;набережная Адмирала Лазарева;22;Чкаловская;7;9;1;54.0;200000;монолитный
ID 19054467;Красносельский;проспект Ветеранов;169к3;Проспект Ветеранов;4;16;1;23.7;30000;монолитный
QASABO;Фрунзенский;Лиговский проспект;271;Обводный канал;6;11;1;40.0;85000;монолитный
Мир Квартир Элит;Петроградский;Вязовая;8;Крестовский остров;7;9;3;162.6;700000;монолитный
Домклик Аренда;Пушкинский;проспект Старорусский;5к1;Звездная;2;12;1;22.7;23000;монолитный
SVETLANA POVALYAEVA ESTATE AGENCY;Приморский;Озеро Долгое;17к6;Старая Деревня;12;12;2;50.0;65000;монолитный
Ирина Ильина;Невский;Заводская;15;Рыбацкое;20;25;1;23.5;22000;монолитный
ID 16287674;Пушкинский;Вишерская;2;;8;25;1;37.0;34000;монолитный
ID 103803446;Красногвардейский;Полюстрово;10к1;Девяткино;17;26;1;21.1;25000;монолитный
Мир Квартир Элит;Калининский;Гражданский проспект;107к4;Гражданский проспект;4;8;2;68.3;80000;монолитный
BE HOME;Петроградский;Ремесленная;15;Спортивная;1;8;1;23.0;50000;монолитный
ID 126004347;Красногвардейский;Чарушинская;22к1;Девяткино;8;26;1;20.0;22000;монолитный
ID 16287674;Пушкинский;Кокколевская;7с2;Купчино;2;5;1;37.0;34000;монолитный
Торговый Дом Недвижимости;Красносельский;Маршала Казакова;82к1;Автово;7;12;1;35.0;30000;монолитный
Адвекс;Красногвардейский;Пейзажная;24к2;Девяткино;6;23;1;21.0;22000;монолитный
Ампир Недвижимость;Приморский;Туристская;24/42;Беговая;6;10;1;26.6;38000;монолитный
Итака;Невский;Славянская;3;Рыбацкое;4;14;1;33.0;30000;монолитный
Этажи Санкт-Петербург;Красносельский;проспект Героев;18;Ленинский проспект;15;23;1;37.0;33000;монолитный
ID 64142489;Приморский;Савушкина;115К4;Старая Деревня;9;14;3;97.0;70000;монолитный
ID 53966998;Выборгский;проезд Толубеевский;8к2;Парнас;9;20;-1;23.0;30000;монолитный
ХочуКвартиру;Приморский;Богатырский проспект;47К1;Комендантский проспект;4;9;2;62.5;50000;монолитный
Мир Квартир Элит;Московский;2-й Предпортовый проезд;6;Звездная;9;12;3;76.6;115000;монолитный
ID 95388652;Пушкинский;проспект Новгородский;2к1;Купчино;10;25;1;28.0;30000;монолитный
ID 101915326;Выборгский;Заречная;15к1;Парнас;23;24;1;21.9;32000;монолитный
ID 92569041;Пушкинский;Вишерская;18;Купчино;5;21;1;38.0;30000;монолитный
ID 111491909;Приморский;Планерная;93;Комендантский проспект;12;13;1;23.0;33000;монолитный
Мир Квартир Элит;Василеостровский;Вадима Шефнера;14к1;Приморская;18;18;3;60.7;100000;монолитный
ЭВО;Приморский;Комендантский проспект;51к1;Комендантский проспект;8;25;2;76.0;75000;монолитный
ID 68013194;Приморский;Верхне-Каменская;7к1;Комендантский проспект;7;24;1;24.5;30000;монолитный
Экотон;Красногвардейский;Пейзажная;24к1;Гражданский проспект;7;22;1;22.0;20000;монолитный
Ампир Недвижимость;Петроградский;Петровский проспект;22к2;Крестовский остров;4;8;1;40.3;120000;монолитный
ID 60096247;Красносельский;проспект Ветеранов;171к4;Проспект Ветеранов;6;13;1;25.0;23000;монолитный
Панорама;Московский;Дунайский проспект;14к1;Звездная;9;26;3;74.1;90000;монолитный
ПАН;Приморский;Комендантский проспект;56;Комендантский проспект;14;23;3;58.0;90000;монолитный
ID 30971828;Пушкинский;Ленсоветовский тер.;23;Шушары;10;10;1;39.0;28000;монолитный
Elite Club Realty;Приморский;Оптиков;34К1;Старая Деревня;11;11;4;92.0;200000;монолитный
ID 53261929;Красносельский;проспект Буденного;23к2;Ленинский проспект;1;8;1;32.0;27000;монолитный
ID 61846911;Приморский;проспект Орлово-Денисовский;19к2;Проспект Просвещения;11;25;2;57.5;55000;монолитный
АРИН;Красногвардейский;проспект Энергетиков;2к2;Ладожская;12;15;-1;30.0;58000;монолитный
Аватерра;Невский;переулок Антокольский;6;Пролетарская;5;25;2;58.0;65000;монолитный
Панорама;Выборгский;Александра Матросова;8к1;Лесная;6;12;2;60.0;95000;монолитный
ID 54297395;Красногвардейский;Магнитогорская;3к2;Новочеркасская;6;12;2;72.0;100000;монолитный
ПРОСПЕКТ;Пушкинский;проспект Старорусский;13к1;Купчино;7;12;1;20.0;25000;монолитный
ID 82132421;Приморский;Верхне-Каменская;9к1;;13;20;1;37.0;30000;монолитный
BE HOME;Невский;Крыленко;1к1с7;Улица Дыбенко;2;16;2;68.0;55000;монолитный
NEDmax;Центральный;Кременчугская;19к3;Площадь Александра Невского;10;10;2;52.0;129000;монолитный
ХэштегриэлТ;Колпинский;Понтонная;9к1;Рыбацкое;5;6;1;50.0;35000;монолитный
Итака;Пушкинский;проспект Старорусский;5к1;Звездная;4;24;1;32.0;30000;монолитный
ID 96287119;Московский;Струве;14к1;Звездная;3;5;1;26.0;30000;монолитный
BE HOME;Приморский;Новая;51к5;Беговая;2;3;1;73.0;120000;монолитный
BE HOME;Фрунзенский;Салова;61;Бухарестская;18;20;-1;26.0;65000;монолитный
Петербургская Недвижимость;Кировский;Ленинский проспект;114;Ленинский проспект;7;24;2;76.9;60000;монолитный
Весь Петербург;Приморский;Яхтенная;1к1;Беговая;11;25;2;76.5;89000;монолитный
ID 48255184;Красносельский;Ивана Куликова;4;Проспект Ветеранов;3;4;1;25.0;28000;монолитный
ПРОФИЛЬ;Приморский;Полевая Сабировская;47к2;Комендантский проспект;8;27;1;26.0;32000;монолитный
Денис Волошенко;Выборгский;Большой Сампсониевский проспект;74к2;Лесная;4;15;-1;21.0;45780;монолитный
Городское Жилищное Агентство;Красносельский;проспект Ветеранов;175;Ленинский проспект;7;13;1;25.0;28000;монолитный
ID 5006182;Приморский;Парашютная;34;Комендантский проспект;12;24;1;28.0;85000;монолитный
NEDmax;Приморский;аллея Арцеуловская;15;Комендантский проспект;8;15;3;80.0;86000;монолитный
BE HOME;Центральный;Социалистическая;21;Лиговский проспект;9;10;-1;26.5;98000;монолитный
Просто недвижимость;Невский;переулок Антокольский;4к1;Пролетарская;17;26;2;67.0;75000;монолитный
BE HOME;Адмиралтейский;Московский проспект;71к2;Фрунзенская;2;9;1;25.0;85000;монолитный
BE HOME;Василеостровский;проспект Крузенштерна;2;Приморская;11;15;1;35.2;77000;монолитный
АЛЕКСАНДР-НЕДВИЖИМОСТЬ;Курортный;Всеволода Боброва;21;Беговая;1;4;2;82.0;60000;монолитный
МАКРОМИР НЕДВИЖИМОСТЬ;Петроградский;Крестовский проспект;10;Крестовский остров;2;7;5;235.0;620000;монолитный
NEDmax;Василеостровский;проспект Крузенштерна;2;Приморская;11;15;2;35.0;77000;монолитный
BE HOME;Выборгский;Ярославский проспект;95;Озерки;12;20;1;75.0;115000;монолитный
BE HOME;Красногвардейский;Пискаревский проспект;1;Площадь Ленина;2;13;2;75.0;185000;монолитный
Нев-Альянс;Невский;проспект Советский;34к2;Рыбацкое;6;27;1;25.3;25000;монолитный
BE HOME;Приморский;Лыжный переулок;4к1;Беговая;3;20;3;90.0;95000;монолитный
ID 123394748;Красносельский;проспект Ветеранов;171к5;Ленинский проспект;8;12;1;25.0;30000;монолитный
Адвекс;Петроградский;Корпусная;9;Чкаловская;4;13;2;109.0;170000;монолитный
Этажи Санкт-Петербург;Пушкинский;шоссе Колпинское;129;Шушары;3;3;1;28.0;30000;монолитный
АЛЕКСАНДР-НЕДВИЖИМОСТЬ;Курортный;Токарева;13а;Беговая;5;9;1;45.0;60000;монолитный
BE HOME;Приморский;аллея Арцеуловская;23к1;Комендантский проспект;11;11;2;63.0;70000;монолитный
BE HOME;Красносельский;Ленинский проспект;88;Ленинский проспект;12;16;3;100.0;90000;монолитный
BE HOME;Приморский;Коломяжский проспект;26;Пионерская;7;24;3;90.5;90000;монолитный
BE HOME;Приморский;Приморский проспект;52К1;Старая Деревня;4;12;1;35.2;60000;монолитный
Итака;Красносельский;проспект Буденного;23к1;Проспект Ветеранов;4;8;1;34.0;35000;монолитный
ID 3261166;Красносельский;Ленинский проспект;74к2;Ленинский проспект;15;21;1;32.0;30000;монолитный
ID 223405;Кировский;проспект Народного ополчения;173;Проспект Ветеранов;1;5;2;46.0;30000;монолитный
ID 73362222;Выборгский;Новолитовская;14;Лесная;9;13;1;32.2;35000;монолитный
ID 13747034;Московский;Дунайский проспект;5к4;Звездная;2;13;1;37.6;35000;монолитный
ID 108524218;Невский;Заводская;15;Рыбацкое;7;24;1;33.0;32000;монолитный
ID 117051803;Приморский;Полевая Сабировская;45к1;Старая Деревня;14;25;1;28.0;32000;монолитный
ID 27250443;Красносельский;проспект Героев;26к1;Ленинский проспект;4;17;1;48.0;30000;монолитный
Татьяна Есипенко;Пушкинский;Образцовая;9;Купчино;1;4;1;40.2;30000;монолитный
ID 48639751;Колпинский;Металлургов;5;Шушары;6;9;2;45.0;30000;монолитный
ID 61982826;Приморский;Озеро Долгое;15к3;Старая Деревня;1;12;-1;24.0;35000;монолитный
ID 73621027;Невский;Дыбенко;5к1;Улица Дыбенко;26;26;1;37.0;35000;монолитный
ID 106486549;Приморский;Планерная;93;Комендантский проспект;4;13;1;19.4;35000;монолитный
ID 119474505;Красносельский;Летчика Лихолетова;14к2;Проспект Ветеранов;10;12;1;29.6;35000;монолитный
Реал;Приморский;Туристская;23к2;Комендантский проспект;24;27;1;36.0;33000;монолитный
Адвекс;Московский;Пулковское шоссе;73к2;Звездная;3;5;1;33.7;32000;монолитный
Авторитет;Невский;Русановская;17к1;Ломоносовская;18;24;1;35.0;32000;монолитный
ID 3266182;Красносельский;Владимира Пчелинцева;6к1;Проспект Ветеранов;3;4;1;34.0;33000;монолитный
ID 88209363;Московский;Орбитальная;11;Звездная;5;5;1;28.8;33000;монолитный
ID 99039680;Красносельский;Летчика Лихолетова;14к2;Проспект Ветеранов;9;13;1;32.0;33000;монолитный
ID 50462480;Пушкинский;Вишерская;2;Звездная;2;24;1;26.3;33000;монолитный
Кристалл;Калининский;Северный проспект;73к1;Академическая;3;9;2;50.4;30000;монолитный
ID 85571779;Невский;Цимбалина;56;Ломоносовская;4;5;1;35.0;33000;монолитный
ID 99366547;Приморский;проспект Королева;7;Пионерская;12;26;1;29.0;32000;монолитный
ID 90273356;Приморский;проспект Королева;64к2;Комендантский проспект;4;19;1;39.6;36000;монолитный
ID 23332644;Выборгский;Новолитовская;14;Лесная;2;13;1;25.0;33000;монолитный
ID 74034691;Приморский;Планерная;95к1;Комендантский проспект;7;13;1;37.0;33000;монолитный
ID 48159223;Калининский;Пискарёвка;7к1;Лесная;10;25;1;27.0;33000;монолитный
ID 17610962;Приморский;Комендантский проспект;60к3;Комендантский проспект;2;20;1;21.0;36000;монолитный
ID 72533125;Приморский;Парашютная;34;Комендантский проспект;20;24;1;30.0;36000;монолитный
Этажи Санкт-Петербург;Приморский;Комендантский проспект;69;Комендантский проспект;20;27;1;31.6;33000;монолитный
ID 71041177;Московский;Варшавская;23К1;Парк Победы;3;12;1;25.0;35000;монолитный
ID 15112388;Невский;Бабушкина;95к3;Ломоносовская;5;5;1;32.0;32000;монолитный
ID 79465703;Приморский;аллея Арцеуловская;17;Комендантский проспект;16;25;1;35.0;35000;монолитный
Этажи Санкт-Петербург;Пушкинский;переулок Вилеровский;6;Купчино;14;25;1;32.4;30000;монолитный
ID 108850908;Московский;Витебский проспект;97к1;Купчино;21;25;1;38.1;37000;монолитный
ID 11246036;Приморский;проспект Королева;64к2;Комендантский проспект;16;21;1;49.0;35000;монолитный
ID 54935422;Невский;Архивная;11к1;Проспект Большевиков;4;25;1;36.0;37000;монолитный
ID 82934315;Московский;Среднерогатская;16к4;Звездная;10;18;1;26.0;37000;монолитный
Эльдар Степанов;Выборгский;Манчестерская;3к2;Удельная;6;12;1;25.0;37000;монолитный
Этажи Санкт-Петербург;Пушкинский;проспект Новгородский;2к3;Купчино;7;26;1;27.0;33000;монолитный
Аттика-Недвижимость;Московский;Струве;14к1;Звездная;3;5;1;34.0;34000;монолитный
Митра;Василеостровский;проспект Крузенштерна;4;Приморская;6;15;1;20.0;35000;монолитный
ID 115739632;Калининский;Тихорецкий проспект;25К2;Политехническая;2;11;1;42.0;34000;монолитный
ID 44317346;Красносельский;Доблести;7к2;Ленинский проспект;9;22;1;36.0;33000;монолитный
Анастасия Курикова;Невский;проспект Большевиков;38к5;Улица Дыбенко;2;17;1;39.0;32000;монолитный
ID 11431906;Василеостровский;бульвар Александра Грина;3;Приморская;9;18;1;25.0;35000;монолитный
ID 111172597;Пушкинский;Вишерская;16;Купчино;16;21;2;55.0;33000;монолитный
ID 101364618;Приморский;Комендантский проспект;60к3;Комендантский проспект;4;26;1;27.0;35000;монолитный
Итака;Невский;Русановская;18к1;Ломоносовская;20;24;1;30.0;35000;монолитный
Итака;Приморский;Парашютная;61к4;Комендантский проспект;2;17;1;40.0;35000;монолитный
Адвекс;Московский;Струве;8к3;Звездная;4;5;1;38.0;35000;монолитный
ПРОФИЛЬ;Московский;Пулковское шоссе;71к3;Звездная;2;6;1;39.0;38000;монолитный
ID 100023354;Выборгский;Заречная;11к6;Парнас;7;28;1;27.0;35000;монолитный
ID 68981882;Приморский;Планерная;87к1;Комендантский проспект;11;12;1;33.0;38000;монолитный
ID 19246086;Красносельский;Петергофское шоссе;84к19;Ленинский проспект;8;8;1;35.0;38000;монолитный
ID 7486518;Фрунзенский;проспект Славы;51;Проспект Славы;9;16;1;37.0;34000;монолитный
ID 96730471;Московский;Среднерогатская;13к1;Звездная;2;10;1;24.0;35000;монолитный
Марина Дудина;Кировский;Подводника Кузьмина;10;Ленинский проспект;5;5;3;41.7;33000;монолитный
ID 74032757;Приморский;Плесецкая;20к2;Комендантский проспект;5;25;1;31.6;35000;монолитный
ID 11431906;Невский;Железнодорожный проспект;14к1;Ломоносовская;15;25;1;25.0;35000;монолитный
Этажи Санкт-Петербург;Красносельский;проспект Буденного;19к1;Проспект Ветеранов;2;8;1;34.11;35000;монолитный
ID 875401;Приморский;проспект Королева;7;Пионерская;8;26;1;27.0;35000;монолитный
ID 6191866;Выборгский;Политехническая;6;Площадь Мужества;5;11;-1;19.0;35000;монолитный
ID 45258843;Выборгский;Заречная;15к1;Парнас;13;24;1;34.2;35000;монолитный
ID 108787379;Кировский;Ленинский проспект;114;Ленинский проспект;15;28;1;38.0;35000;монолитный
Capital Mars;Невский;Крыленко;43К2;Улица Дыбенко;11;16;1;48.0;33000;монолитный
Сергей Михайлович Ботарев;Московский;Среднерогатская;16к4;Звездная;18;18;1;26.0;35000;монолитный
Яндекс Аренда;Пушкинский;Вишерская;3к2;Купчино;19;25;1;32.0;39000;монолитный
Адвекс;Приморский;Богатырский проспект;51к1;Комендантский проспект;5;16;1;34.0;35000;монолитный
ID 223405;Московский;Пулковское шоссе;14с6;Звездная;15;22;-1;27.0;35000;монолитный
ID 49576533;Выборгский;дорога Михайловская;14к1;Проспект Просвещения;13;16;1;35.0;35000;монолитный
ID 45508947;Красногвардейский;Львовская;9;Площадь Ленина;5;16;1;26.0;35000;монолитный
ID 93959937;Выборгский;Манчестерская;3к2;Удельная;8;9;1;39.4;35000;монолитный
ID 48388610;Невский;Дальневосточный проспект;35к1;Улица Дыбенко;6;24;1;40.0;35000;монолитный
ID 89229775;Невский;Бабушкина;84к2;Пролетарская;3;26;1;24.0;35000;монолитный
ID 96516060;Курортный;Садовая;81;Проспект Просвещения;6;8;1;25.0;35000;монолитный
ID 73426134;Приморский;Парашютная;42к1;Комендантский проспект;4;21;1;33.5;34000;монолитный
АЛЬЯНС ПЛЮС;Колпинский;бульвар Трудящихся;13;Шушары;2;9;2;45.6;34000;монолитный
ID 16909762;Московский;Дунайский проспект;14к1;Звездная;3;26;1;33.4;35000;монолитный
Итака;Фрунзенский;Будапештская;29К1;Международная;2;5;2;44.4;35000;монолитный
Capital Mars;Красносельский;проспект Героев;18;Ленинский проспект;2;20;1;36.0;40000;монолитный
Capital Mars;Кировский;проспект Ветеранов;75к3;Проспект Ветеранов;1;14;1;34.0;37000;монолитный
Адвекс;Московский;Орджоникидзе;44а;Московская;5;26;1;16.0;35000;монолитный
ПРОФИЛЬ;Красносельский;Ленинский проспект;74к3;Ленинский проспект;6;23;1;45.0;40000;монолитный
ID 111347613;Красногвардейский;Чарушинская;24к1;Девяткино;21;23;2;36.6;35000;монолитный
Наталия Шевякова;Московский;Пулковское шоссе;14с6;Звездная;11;22;-1;29.0;35000;монолитный
ID 60654343;Московский;Струве;4;Звездная;2;5;1;36.0;40000;монолитный
ID 102885520;Василеостровский;бульвар Александра Грина;3;Приморская;14;19;-1;27.5;40000;монолитный
ID 77204960;Московский;Звездная;20;Купчино;8;16;1;36.0;40000;монолитный
ID 12578885;Выборгский;Архитектора Белова;9;Парнас;7;25;1;38.0;35000;монолитный
ID 41136520;Выборгский;дорога Михайловская;14к1;Проспект Просвещения;11;17;2;43.0;40000;монолитный
ID 128105597;Приморский;Туристская;13к1;Беговая;15;18;1;38.8;35000;монолитный
ID 109565885;Красносельский;проспект Ветеранов;175;Проспект Ветеранов;10;12;1;39.3;35000;монолитный
"Посуточная аренда квартир ""ОЛЬГА""";Выборгский;дорога Михайловская;14к1;Проспект Просвещения;10;16;1;37.0;40000;монолитный
ID 14048334;Пушкинский;Московское шоссе;244;Шушары;12;13;2;67.0;35000;монолитный
ID 69270022;Приморский;проспект Королева;47К1;Комендантский проспект;8;16;1;41.0;36000;монолитный
Наталья Морозова;Приморский;Озеро Долгое;15к3;Старая Деревня;5;13;1;25.0;37000;монолитный
New Estate;Фрунзенский;Лиговский проспект;271;Обводный канал;3;11;1;25.0;38000;монолитный
ID 79429000;Приморский;1-я Утиная;19;Озерки;1;4;1;32.0;38000;монолитный
ID 3527926;Выборгский;проспект Просвещения;15;Проспект Просвещения;13;25;1;38.5;36000;монолитный
Capital Mars;Невский;Крыленко;14с2;Улица Дыбенко;9;15;1;38.0;40000;монолитный
Алексей Соловьев;Красносельский;Маршала Казакова;78к1;Автово;4;27;1;37.6;38000;монолитный
ID 66534873;Приморский;Оптиков;34К1;Старая Деревня;8;22;1;24.0;39000;монолитный
Итака;Выборгский;Архитектора Белова;6к5;Парнас;26;27;1;34.0;39000;монолитный
ID 15318072;Пушкинский;Вишерская;22;Купчино;15;20;2;57.0;35000;монолитный
ID 78007963;Фрунзенский;Турку;26к2;Проспект Славы;10;15;1;40.0;40000;монолитный
ID 96184345;Приморский;Лыжный переулок;4к3;Беговая;4;23;1;42.0;37000;монолитный
ID 13021091;Выборгский;проспект Просвещения;15;Проспект Просвещения;14;20;1;38.0;39000;монолитный
ID 47502942;Приморский;Озеро Долгое;17к1;Старая Деревня;1;11;1;27.0;42000;монолитный
ID 46827993;Калининский;Пискарёвка;3к4;Лесная;1;9;1;37.0;42000;монолитный
ID 16092654;Приморский;аллея Арцеуловская;17;Комендантский проспект;2;24;2;35.0;42000;монолитный
ID 79579457;Московский;Пулковское шоссе;36к4;Звездная;4;26;1;32.0;42000;монолитный
ID 40043047;Невский;Крыленко;1к1с5;Ломоносовская;5;16;2;38.0;42000;монолитный
Capital Mars;Невский;Архивная;11к1;Улица Дыбенко;4;22;1;36.0;37000;монолитный
Домклик Аренда;Красносельский;Владимира Пчелинцева;6к2;Проспект Ветеранов;1;4;1;24.0;38500;монолитный
ID 51050294;Василеостровский;бульвар Головнина;10;Приморская;16;19;1;36.0;39000;монолитный
ID 47899123;Выборгский;Заречная;11к6;Парнас;3;28;1;26.0;40000;монолитный
Итака;Приморский;Комендантский проспект;65;Комендантский проспект;19;20;1;32.0;40000;монолитный
Capital Mars;Василеостровский;бульвар Вилькицкий;6;Приморская;13;17;1;30.0;40000;монолитный
Capital Mars;Московский;Кузнецовская;58к1;Бухарестская;1;12;1;27.0;40000;монолитный
ID 24256158;Приморский;Парашютная;42к2;Комендантский проспект;9;25;1;23.0;43000;монолитный
ID 129883347;Василеостровский;бульвар Александра Грина;3;Приморская;3;19;-1;26.0;43000;монолитный
ID 81133973;Невский;Ультрамариновая;8;Проспект Большевиков;14;15;1;24.0;38000;монолитный
Capital Mars;Невский;Латышских Стрелков;3;Проспект Большевиков;10;17;1;29.0;40000;монолитный
ID 114504543;Красносельский;Чекистов;42;Проспект Ветеранов;2;9;3;60.0;36000;монолитный
ID 47993878;Фрунзенский;Будапештская;102;Дунайская;5;25;1;32.0;42000;монолитный
Capital Mars;Приморский;аллея Арцеуловская;23к2;Комендантский проспект;9;9;1;33.0;40000;монолитный
Capital Mars;Фрунзенский;Турку;9К5;Международная;5;9;1;29.0;40000;монолитный
ID 24500961;Московский;Витебский проспект;97к1;Купчино;9;25;1;34.0;40000;монолитный
ID 110972696;Красногвардейский;Передовиков;1.6;Проспект Большевиков;9;16;2;51.7;39000;монолитный
ID 85887405;Красногвардейский;Северный проспект;127к1;Академическая;7;14;2;44.2;40000;монолитный
ID 12748925;Калининский;Пискарёвка;7к1;Лесная;23;24;1;33.3;40000;монолитный
ID 28655538;Приморский;Туристская;23к1;Старая Деревня;13;27;2;35.3;44000;монолитный
ID 76163872;Приморский;Парашютная;42к1;Комендантский проспект;14;24;2;57.0;40000;монолитный
ID 97553360;Выборгский;Архитектора Белова;5к1;Парнас;14;25;1;32.5;42000;монолитный
ID 100359230;Приморский;Парашютная;34;Комендантский проспект;15;24;1;30.0;40000;монолитный
Панорама;Кировский;проспект Народного ополчения;149;Проспект Ветеранов;6;24;1;35.7;40000;монолитный
Большой Дом;Приморский;Комендантский проспект;51к1;Комендантский проспект;22;24;1;40.0;40000;монолитный
ЦАН - Центральное Агентство Недвижимости;Пушкинский;проспект Новгородский;10;Купчино;17;25;2;58.0;40000;монолитный
Адвекс;Приморский;Туристская;11к1;Беговая;9;12;1;38.0;40000;монолитный
Веста-Н;Приморский;Планерная;95к1;Комендантский проспект;9;13;1;34.0;39000;монолитный
ПРОФИЛЬ;Московский;Витебский проспект;99к2;Купчино;23;25;1;37.0;45000;монолитный
Северный модерн;Приморский;Комендантский проспект;55к1;Комендантский проспект;12;24;2;37.0;40000;монолитный
Елена Фендрикова;Приморский;Комендантский проспект;60к3;Комендантский проспект;15;21;1;36.1;41000;монолитный
ID 68543943;Невский;Цимбалина;56;Ломоносовская;1;5;2;45.5;40000;монолитный
ID 56183788;Выборгский;Манчестерская;3к2;Удельная;4;10;1;33.0;40000;монолитный
ID 98990390;Приморский;Земледельческая;3;Лесная;6;14;1;24.0;45000;монолитный
ID 118271319;Выборгский;Заречная;10;Парнас;22;23;1;38.2;42000;монолитный
ID 72746225;Кировский;Ленинский проспект;117К2;;8;9;3;60.0;45000;монолитный
ID 15644212;Приморский;Планерная;97к2;Комендантский проспект;7;13;1;38.0;45000;монолитный
ID 44595840;Красносельский;Катерников;7;;7;21;1;36.0;45000;монолитный
Евгений Кедов;Приморский;проспект Королева;7;Пионерская;17;25;1;43.0;42000;монолитный
ID 45146224;Невский;Железнодорожный проспект;14к1;Ломоносовская;3;10;1;26.1;42000;монолитный
ID 24256158;Приморский;Парашютная;42к2;Комендантский проспект;6;24;1;27.0;46000;монолитный
ID 14518715;Московский;Пулковское шоссе;14с6;Звездная;15;22;1;31.0;39999;монолитный
ID 47454681;Красногвардейский;Полюстрово;74к1;Девяткино;5;19;2;60.0;40000;монолитный
Домклик Аренда;Пушкинский;Кокколевская;9с2;Купчино;4;5;1;37.0;42900;монолитный
Итака;Красногвардейский;проспект Маршака;20;Девяткино;15;19;2;57.0;40000;монолитный
ID 45146224;Московский;Пулковское шоссе;36к4;Звездная;25;25;1;31.2;42000;монолитный
Сергей Васильев;Выборгский;Манчестерская;3к2;Удельная;8;12;1;34.0;47000;монолитный
ID 42479352;Приморский;Богатырский проспект;27к4;Комендантский проспект;7;10;2;66.0;47000;монолитный
ID 13713265;Выборгский;Новолитовская;14;Лесная;11;13;1;36.6;47000;монолитный
Этажи Санкт-Петербург;Фрунзенский;Дунайский проспект;55к1;Дунайская;2;25;1;38.7;43000;монолитный
Capital Mars;Фрунзенский;Дунайский проспект;55к1;Дунайская;2;18;1;38.0;43000;монолитный
ID 13958345;Калининский;Кондратьевский проспект;68к4;Лесная;16;25;1;25.0;45000;монолитный
Capital Mars;Приморский;Яхтенная;24к2;Старая Деревня;15;18;2;39.0;45000;монолитный
Адвекс;Красносельский;Маршала Казакова;72к1с1;Автово;14;21;2;50.0;45000;монолитный
Active Unity;Фрунзенский;Тосина;6;Обводный канал;7;13;1;24.4;45000;монолитный
ID 18302789;Фрунзенский;Бухарестская;13;Бухарестская;1;5;2;45.0;48000;монолитный
ID 58322806;Приморский;Яхтенная;24к2;Старая Деревня;15;18;2;39.0;45000;монолитный
ID 90706354;Невский;Железнодорожный проспект;14к1;Ломоносовская;13;18;1;30.0;45000;монолитный
Итака;Пушкинский;переулок Вилеровский;8;Купчино;14;14;2;61.11;45000;монолитный
Городское агентство недвижимости;Фрунзенский;Софийская;48к4;Ломоносовская;9;15;1;38.1;45000;монолитный
ID 56666455;Василеостровский;Челюскина;4;Приморская;4;12;1;30.0;48500;монолитный
ID 13958345;Выборгский;Новолитовская;14;Лесная;13;13;1;24.0;45000;монолитный
Этажи Санкт-Петербург;Невский;Цимбалина;54;Ломоносовская;1;5;1;55.0;45000;монолитный
Этажи Санкт-Петербург;Невский;Дальневосточный проспект;37к2;Улица Дыбенко;26;26;1;34.6;45000;монолитный
ID 59982029;Приморский;Богатырский проспект;26к1;Комендантский проспект;13;15;1;42.0;49000;монолитный
ID 121797091;Приморский;Комендантский проспект;60к3;Комендантский проспект;22;26;1;46.0;45000;монолитный
НОВЫЙ МЕТРАЖ;Василеостровский;Шкиперский проток;20;Приморская;12;26;1;33.0;45000;монолитный
ID 15625017;Кировский;Дачный проспект;16К2;Проспект Ветеранов;2;5;3;50.0;49000;монолитный
ID 65960279;Пушкинский;Первомайская;16;Купчино;14;24;2;64.0;43000;монолитный
Яндекс Аренда;Василеостровский;бульвар Головнина;10;Приморская;4;19;1;45.0;49500;монолитный
ID 74926341;Адмиралтейский;Парфеновская;9к1;Фрунзенская;5;10;1;36.0;45000;монолитный
Этажи Санкт-Петербург;Красносельский;проспект Ветеранов;185к3;Ленинский проспект;2;8;1;32.4;25000;монолитный
Capital Mars;Калининский;Ушинского;2к1;Гражданский проспект;8;16;1;42.0;45000;монолитный
